hospital_id,hospital_name,address,district,state,latitude,longitude,contact,specialties,facilities,emergency_services,hospital_category,total_num_beds,number_doctor
24038,Bibi General Hospitals And Cancer Centre,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.332539,78.468184,+91-9807401604,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,222,35
24039,Imtiyaz Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.386105,78.493384,+91-7805247370,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,233,37
24040,Jaferia Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.361499,78.392129,+91-7398853420,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,244,39
24041,New Life Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.395559,78.404509,+91-6190263236,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,35,5
24042,The Muslim Maternity and Zanana General Hsopital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.421084,78.486467,+91-8227044191,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,46,7
24043,Ashok Kumar Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.431337,78.575938,+91-6178959050,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,57,9
24044,Pulse Multispeciality Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.311035,78.498549,+91-6683913394,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,68,10
24045,Saluja Multispeciality Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.36128,78.483656,+91-9155388399,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,79,12
24046,Shubhodaya Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.356209,78.529742,+91-6771804563,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,90,14
24047,Basant Sahney Hospitals,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.301344,78.440961,+91-9217592737,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,101,16
24048,Dr N Narayanraos Secunderabad Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.304936,78.51291,+91-9765180938,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,112,17
24049,Geetha Maternity And Multi Speciality,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.386173,78.413592,+91-7551348431,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,123,19
24050,Lions Dundoo Eye Institute,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.455078,78.407445,+91-9109335625,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,134,21
24051,Nephroplus Kidney Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.386319,78.493393,+91-6259791483,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,145,23
24052,Pushpagiri Vitreo Retinal Institute,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.344508,78.533513,+91-9549446762,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,156,24
24053,Sai Jyothi Eye Institute,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.363677,78.441851,+91-9245846308,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,167,26
24054,Secunderabad Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.407686,78.564599,+91-6355172285,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,178,28
24055,Shenoy Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.490784,78.466966,+91-7603206373,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,189,30
24056,Sree Maruthi Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.39147,78.477268,+91-7589534580,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,200,32
24057,Tanvi Eye Center,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.390961,78.50512,+91-7929457993,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,211,33
24058,Taraporewalla Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.383163,78.374714,+91-6923535620,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,222,35
24059,Cc Shroff Memorial Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.427989,78.411121,+91-9562380146,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,233,37
24060,Geeta Clinic And Maternity Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.413138,78.466527,+91-7906228193,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,244,39
24061,Hyderabad Eye Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.345951,78.492707,+91-7630925874,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,35,5
24062,Rukkus Smile And Smile Dental Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.421191,78.435311,+91-8991850346,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,46,7
24063,Safe Heart Aunit Of Kolluri Advanced Lifecare,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.373101,78.461981,+91-8094026933,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,57,9
24064,Shalini Hospital For Women and Children,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.475253,78.546509,+91-8534512328,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,68,10
24065,Sri Ramkrishna Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.339478,78.457324,+91-8254916743,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,79,12
24066,Venkatesh Borgaonker Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.471626,78.504622,+91-9647409856,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,90,14
24067,Vishwa Medi Care and Diagnostic Centre,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.356717,78.538454,+91-8317669118,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,101,16
24068,Woodlands Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.441506,78.461091,+91-6323222175,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,112,17
24069,Al-Noor Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.408061,78.409181,+91-8811987445,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,123,19
24070,Amrutha Hospital For Health and Fitness,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.390653,78.458383,+91-8830229927,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,134,21
24071,Anusha Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.415537,78.452142,+91-9554686772,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,145,23
24072,Apollo Emergency Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.348455,78.55626,+91-7562368298,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,156,24
24073,Aravind Eye Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.431775,78.414615,+91-8090449548,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,167,26
24074,Aries Maternity,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.396712,78.44139,+91-9463616085,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,178,28
24075,Arvind Eye Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.381132,78.503284,+91-8689781414,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,189,30
24076,Ayodhya Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.364256,78.527635,+91-6725987965,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,200,32
24077,Dr Seemas Aries Maternity Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.419642,78.53883,+91-9765706866,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,211,33
24078,Hyderabad Hospitals,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.337566,78.41175,+91-9314041767,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,222,35
24079,Jaya Bhushan Hospitals Pvt Ltd,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.358996,78.504514,+91-7154605664,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,233,37
24080,Little Hearts Children Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.3906,78.468632,+91-8429995116,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,244,39
24081,M/S Premier Hospital Pvt Ltd,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.367874,78.443591,+91-6900650775,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,35,5
24082,Maxcare Medical Centre And Clinics Pvt Ltd,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.334444,78.480748,+91-8400890571,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,46,7
24083,Medivision Eye And Healthcare Centre,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.340212,78.390478,+91-6190544698,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,57,9
24084,"Millenium Hospitals Pvt Ltd,","Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.427578,78.460627,+91-8545289387,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,68,10
24085,Nice Hospital For Children,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.392483,78.461182,+91-8571932264,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,79,12
24086,Preethi Life Line Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.384005,78.499437,+91-7650705787,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,90,14
24087,Raja Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.352584,78.434617,+91-8227797530,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,101,16
24088,Sai Preethi Life Line Hospitals And Diagnostics,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.372377,78.416299,+91-6303238535,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,112,17
24089,Vasan Eye Care Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.307617,78.561766,+91-8217477296,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,123,19
24090,Apollo Hospitals,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.428637,78.48668,+91-7314813597,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,134,21
24091,Cdr Hospitals,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.366145,78.432866,+91-7603127062,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,145,23
24092,Desai Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.358727,78.399936,+91-6454450754,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,156,24
24093,Dharani Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.385038,78.455331,+91-8795716400,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,167,26
24094,Dr. Mohans Diabetes Specialities Centre Hyderabad Pvt Ltd - Hyderabad,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.387112,78.492356,+91-7617501611,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,178,28
24095,Dr. P. Siva Reddy Eye Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.326365,78.442941,+91-8793914687,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,189,30
24096,Dr. Saxena Preventive Cardiac Centre,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.388487,78.382935,+91-7357117202,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,200,32
24097,Fernandez Hospital Pvt.Ltd - Hyderguda,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.33204,78.430114,+91-7646344211,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,211,33
24098,Ganga Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.375848,78.478405,+91-6920228516,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,222,35
24099,Kirloskar Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.35926,78.544867,+91-8346334133,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,233,37
24100,Lakshmi Clinic Desai Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.328986,78.435311,+91-9534519334,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,244,39
24101,Lakshmi Maternity and Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.489602,78.487851,+91-8355478845,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,35,5
24102,Mahesh Hospital And Research Foundation,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.448977,78.430944,+91-8229052760,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,46,7
24103,Padmavati Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.46184,78.452444,+91-8256081364,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,57,9
24104,Radha Rani Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.472341,78.528781,+91-6015571571,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,68,10
24105,Ravi Helios Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.352284,78.495413,+91-9197826864,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,79,12
24106,Sai Krishna Super Speciality Neuro Hospital Pvt. Ltd.,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.432481,78.583474,+91-9023615897,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,90,14
24107,Seetharam Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.360836,78.505035,+91-7778099194,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,101,16
24108,Sreem Remedy Super Spl Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.328052,78.482441,+91-7433204642,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,112,17
24109,Sri Sai Srinivasa Speciality Hospitals Pvt. Ltd,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.457636,78.477842,+91-7229237263,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,123,19
24110,Sri Venkateshwara Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.379143,78.574786,+91-6899452818,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,134,21
24111,Sulochana Eye Centre,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.402743,78.432082,+91-9348233971,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,145,23
24112,Sumanchandra Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.404012,78.503808,+91-7853422630,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,156,24
24113,Sunrise Superspeciality Children Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.434595,78.422975,+91-8123221204,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,167,26
24114,Unity Centre For Orthopaedics And Trauma,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.477873,78.482772,+91-6912310676,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,178,28
24115,Spark Eye Care Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.441104,78.419158,+91-6960580244,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,189,30
24116,Anitha Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.38694,78.474257,+91-8522605027,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,200,32
24117,Beams Hospitals Pvt Ltd,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.473881,78.534838,+91-6235457184,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,211,33
24118,Image Super Speciality Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.394026,78.458221,+91-9830712995,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,222,35
24119,Pacific Hospitals Pvt. Ltd. - Hyderabad,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.376425,78.516213,+91-9312017078,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,233,37
24120,Praanadah Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.340402,78.456515,+91-8096854909,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,244,39
24121,Srivision Super Spl Eye Hosp,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.344586,78.564366,+91-8201659044,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,35,5
24122,Stopiles (Koya Health Care Pvt Ltd ),"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.378297,78.454353,+91-6503562819,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,46,7
24123,Vikram Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.326593,78.464525,+91-6141506956,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,57,9
24124,Vitae Medical Center (A Unit Of Pacific Hospital),"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.439006,78.511488,+91-9207797727,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,68,10
24125,"Apollo Emergency Centre, Kukatpally","Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.333342,78.496139,+91-8570050419,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,79,12
24126,Eva Care The Every Womans Clinic,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.471701,78.545561,+91-9825606167,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,90,14
24127,Femina Womens Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.387334,78.504612,+91-7659774996,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,101,16
24128,Itmr Speciality Diagnostics,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.337634,78.54921,+91-7327872767,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,112,17
24129,Maternal Health and Research Trust,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.364447,78.50506,+91-6563264596,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,123,19
24130,Nephrocare Health Services Pvt Ltd,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.378906,78.471676,+91-6309952300,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,134,21
24131,Nova Specialty Surgery,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.368791,78.487841,+91-9378211678,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,145,23
