hospital_id,Hospital_Name,Address_Original_First_Line,District,State,latitude,longitude,Telephone,Mobile_Number,specialties,facilities,emergency_services,Emergency_Num,Hospital_Category,Hospital_Care_Type,Total_Num_Beds,number_doctor,Sr_No,Location_Coordinates,Location,Discipline_Systems_of_Medicine,Subdistrict,Pincode,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
,Shiny Swadha Eye Care,"72,Jelia Para Lane,Salkia",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31293.0,,"72,Jelia Para Lane,Salkia,Howrah-711106",0,0,711106,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Udit Nursing Home,"50 / 2 / 1, Bhairab Dutta Lane Nandi Bagan, Salkia",Howrah,West Bengal,,,"033  2665 2300, 2675 7467",0,,,,0,0,0,0,,31294.0,,"50 / 2 / 1, Bhairab Dutta Lane Nandi Bagan, Salkia, Howrah",0,0,711106,0,0,0,0,0,2675 3456,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Astha Medical Centre,"121/95-98, J.N.Mukherjee Road (Sola Kothi) , Ghusuri",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31295.0,,"121/95-98, J.N.Mukherjee Road (Sola Kothi), Ghusuri",0,0,711107,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Indus Nursing Home Pvt. Ltd.,"Andus Road, Podra, Howarah-9,Near West Bank Hospital",Howrah,West Bengal,,,033  26445329,0,,,,0,0,0,0,,31296.0,,"Andus Road, Podra, Howarah-9,Near West Bank Hospital, Howarah",0,0,711109,0,0,0,0,0,3328390222,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,West Bank Hospital (Meridian Medical Research and Hospital Ltd.),Andul Road,Howrah,West Bengal,,,"033    26648888, 26648889, 26645516",0,,,,0,0,0,0,,31297.0,,"Andul Road, Howrah - 711109",0,0,711109,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Benuban Health Care and Diagnostics Centre,Balitikuri (Near Japanigate E.S.Si. Hospital),Howrah,West Bengal,,,033  26534350,0,,,,0,0,0,0,,31298.0,,Balitikuri (Near Japanigate E.S.Si. Hospital),0,0,711113,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Howrah District Hospital,P.O. & P.S. H,Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31299.0,,"P.O. & P.S. Howrah, Howrah",0,0,711113,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Netra Jyoti Eye Care Centre,"1116/1, Gt Road (Opp Bally House) Puspa Apartments, 1St Floor Bally Bally",Howrah,West Bengal,,,"033    26544154, 64506641,",0,,,,0,0,0,0,,31300.0,,"1116/1, Gt Road (Opp Bally House) Puspa Apartments, 1St Floor Bally Bally",0,0,711201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Micro Point,"22/A, Ghoshe S Lane(N), Belur",Howrah,West Bengal,,,26542562,0,,,,0,0,0,0,,31301.0,,"22/A, Ghoshe S Lane(N), Belur, Howrah.",0,0,711202,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Barasat Care and Cure Hospital (Only Kolkata Police),"Surendra Nath Road, Nabapally",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31302.0,,"Surendra Nath Road, Nabapally",0,0,711204,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Liluah (Tl Jaiswal ) Sg Hospital,"252, G.T.Road, Salkia",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31303.0,,"252, G.T.Road, Salkia, Howrah",0,0,711204,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Udaynarayanpur Matri Sadan and Polyclinic,"Jangalpara, 9/10 Bus Stand",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31304.0,,"Jangalpara, 9/10 Bus Stand, Pin Code: 711226",0,0,711226,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Blue Bell Nursing Home,Andul Chowdhuri Para,Howrah,West Bengal,,,26694373,"09830016748, 09804289770",,,,0,0,0,0,,31305.0,,Andul Chowdhuri Para Howrah,0,0,711302,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Disha Eye Care,Andulrailway Siding.Jhorehat,Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31306.0,,Andulrailway Siding.Jhorehat,0,0,711302,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Gabberia Nursing Home,"Gabberia, Panchla",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31307.0,,"Gabberia, Panchla, Howrah,",0,0,711322,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Green View Clinic Pvt Ltd,"Nh - 6, Alampur More, Po New Kosopah",Howrah,West Bengal,,,"033    26478988, 26698989,",0,,,,0,0,0,0,,31308.0,,"Nh - 6, Alampur More, Po New Kosopah, Howrah",0,0,711302,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Jan Seva Nursing Home,"Vill & Post- Unsani, Ps- Jagacha",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31309.0,,"Vill & Post- Unsani, Ps- Jagacha, Howrah",0,0,711302,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Mission Medical Centre,"10. Dr. Syed Asgar Nawaz. Vill - Puillya, Post - Unsani",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31310.0,,"10. Dr. Syed Asgar Nawaz. Vill - Puillya, Post - Unsani,",0,0,711302,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Sebayan Nursing Services Pvt. Ltd.,Gar Mirjapur (Andul Road) Po- Mashila,Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31311.0,,"Gar Mirjapur (Andul Road) Po- Mashila, Howrah",0,0,711302,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Mondal Medical Centre,"Vill- Narikelbar, Po- Ps- Shyampur",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31312.0,,"Vill- Narikelbar, Po- Ps- Shyampur, Howrah",0,0,711314,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Singh Medicare Institute P Ltd,263/3 G T Road(South) Sibpur Sibpur,Howrah,West Bengal,,,"033    26782283, 26783881,",0,,,,0,0,0,0,,31313.0,,263/3 G T Road(South) Sibpur Sibpur 711102,0,0,711314,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Hac India Limited,"Bazarpara,Uluberia",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31314.0,,"Bazarpara,Uluberia,Howrah",0,0,711315,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Health Guard Nursing Home,"Bazarpara, Uluberia",Howrah,West Bengal,,,26610278,0,,,,0,0,0,0,,31315.0,,"Bazarpara, Uluberia, Howrah",0,0,711315,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,New Eden Nursing Home,"Bazarpara (Near Pan Arath), Uluberia",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31316.0,,"Bazarpara (Near Pan Arath), Uluberia, Howrah",0,0,711315,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Wellcare Hospital,"Bazarpara,Ulluberia",Howrah,West Bengal,,,26612766,0,,,,0,0,0,0,,31317.0,,"Bazarpara,Ulluberia,",0,0,711315,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Blue- View Nursing Home,"Near Esi Hospital,Uluberia",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31318.0,,"Near Esi Hospital,Uluberia, Howrah",0,0,711316,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,"Care and Cure Nursing Home, Uluberia","257 A, Bazarpara, Uluberia",Howrah,West Bengal,,,26610473,0,,,,0,0,0,0,,31319.0,,"257 A, Bazarpara, Uluberia,",0,0,711316,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Howrah Lions Hospital-Jaduberia,"V+Po Jadurberia,Uluberia",Howrah,West Bengal,,,"33  27094338, 27094349",0,,,,0,0,0,0,,31320.0,,"V+Po Jadurberia,Uluberia Howrah",0,0,711316,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Ideal Clinic and Hospital (Pvt) Ltd,"Bazarpara, Uluberia",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31321.0,,"Bazarpara, Uluberia.Howrah",0,0,711316,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Life Care Hospital and Clinic,"Bazarpara, Uluberia",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31322.0,,"Bazarpara, Uluberia.Howrah",0,0,711316,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Sanjiban Hospital,"Off Great Eastern Highway, Post Sijberia, Fuleswar, Uluberia",Howrah,West Bengal,,,033    33543644,0,,,,0,0,0,0,,31323.0,,"Off Great Eastern Highway, Post Sijberia, Fuleswar, Uluberia,",0,0,711316,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Sister Nibedita Hospital,"Mohini Complex, Near Bazarpara, Uluberia Station Road, Banitala",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31324.0,,"Mohini Complex, Near Bazarpara, Uluberia Station Road, Banitala,",0,0,711316,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Treat Well Nursing Home,"Uluberia Station Road (South) Bazarpara, Uluberia",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31325.0,,"Uluberia Station Road (South) Bazarpara, Uluberia,",0,0,711316,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Uposom Nursing Home,"Uluberia Station Road Bazarpara, Uluberia",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31326.0,,"Uluberia Station Road Bazarpara, Uluberia, Howrah",0,0,711316,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Manisha Nursing Home,"Bikihakola, Panchla, Howrah",Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31327.0,,"Bikihakola, Panchla, Howrah",0,0,711322,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Bankra Central Nursing Home,"Kabarpara, Po- Bankra",Howrah,West Bengal,,,033  2653  4391,9830286912,,,,0,0,0,0,,31328.0,,"Kabarpara, Po- Bankra, Howrah",0,0,711403,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Bargachia Nursing Home,"Bargachis, Jagat Ballabhpur Thana, Opp Bargachia Petrol Pump",Howrah,West Bengal,,,03214  256044,0,,,,0,0,0,0,,31329.0,,"Bargachis, Jagat Ballabhpur Thana, Opp Bargachia Petrol Pump",0,0,711404,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Jibak Nursing Home,"Sona Bazaar, Vill Sibrampur",Howrah,West Bengal,,,03214  258230,0,,,,0,0,0,0,,31330.0,,"Sona Bazaar, Vill Sibrampur",0,0,711404,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Domjur Nursing Home,Po - Domjur,Howrah,West Bengal,,,0,0,,,,0,0,0,0,,31331.0,,"Po - Domjur, Howrah",0,0,711405,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Hazra Nursing Home,"Domjur Jagadishpur Rd, Domjur",Howrah,West Bengal,,,"6700666 ,6700337",0,,,,0,0,0,0,,31332.0,,"Domjur Jagadishpur Rd, Domjur,",0,0,711405,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Apanjan Nursing Home Pvt Ltd,Howrah Amita Road,Howrah,West Bengal,,,"26704200, 26704201",0,,,,0,0,0,0,,31333.0,,Howrah Amita Road,0,0,711409,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Sonalata Milan Sangha Village Health Centre,"Bhawanipur, Chitrasenpur, Udaynarayanpur",Howrah,West Bengal,,,03214  253229,0,,,,0,0,0,0,,31334.0,,"Bhawanipur, Chitrasenpur, Udaynarayanpur",0,0,711412,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Islamia Nursing Home,"Vill Seraj Bati, Pp & Ps Amta",Howrah,West Bengal,,,03212  260891,0,,,,0,0,0,0,,31335.0,,"Vill Seraj Bati, Pp & Ps Amta",0,0,711416,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Star Nursing Home,Amta,Howrah,West Bengal,,,03214  265080,0,,,,0,0,0,0,,31336.0,,"Amta, Kalatala",0,0,711416,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,341.0
,Arogya Niketan Nursing Home,"S.P.Mukherjee Road,Khalpara Siliguri",Jalpaiguri,West Bengal,,,0,0,,,,0,0,0,0,,31337.0,,"S.P.Mukherjee Road,Khalpara Siliguri-",0,0,734006,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,Anandaloke Medical Research Centre Pvt Ltd,"2Nd Mile, Sevoke Road , P.S - Bhaktinagar",Jalpaiguri,West Bengal,,,2540980,0,,,,0,0,0,0,,31338.0,,"2Nd Mile, Sevoke Road, P.S - Bhaktinagar",0,0,734007,0,0,0,0,0,2544944,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,Eveland Clinic Pvt Ltd,"Hospital Road, Hakimpara, P.P",Jalpaiguri,West Bengal,,,0,0,,,,0,0,0,0,,31339.0,,"Hospital Road, Hakimpara, P.P.",0,0,735101,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,Jalpaiguri Eye Foundation,"Raiket Para, Jalpaiguri",Jalpaiguri,West Bengal,,,0,0,,,,0,0,0,0,,31340.0,,"Raiket Para, Jalpaiguri",0,0,735101,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,St Mary Nursing Home,"Chowpathi, P O Alipurdha",Jalpaiguri,West Bengal,,,0,0,,,,0,0,0,0,,31341.0,,"Chowpathi, P O Alipurdha",0,0,735101,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,Touch Nursing Home Pvt Ltd,"Rajbari Para , Jalpaiguri",Jalpaiguri,West Bengal,,,0,0,,,,0,0,0,0,,31342.0,,"Rajbari Para, Jalpaiguri",0,0,735101,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,Jeevan Suraksha Nursing Home- Rsby,"Lanka Road, Birpara, Jalpaiguri",Jalpaiguri,West Bengal,,,3563  269010,0,,,,0,0,0,0,,31343.0,,"Lanka Road, Birpara, Jalpaiguri,",0,0,735204,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,Nripen Mitra and Sovana Mitra Seva Samity Eye Hospital,"Falakata, Jalpaiguri",Jalpaiguri,West Bengal,,,0,0,,,,0,0,0,0,,31344.0,,"Falakata, Jalpaiguri",0,0,735211,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,Ulb BPHC Hospital (Gov. Hospital),"Kalchini, Jalpaiguri",Jalpaiguri,West Bengal,,,0,0,,,,0,Public/ Government,0,0,,31345.0,,"Kalchini, Jalpaiguri,",0,0,735217,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,Alipurduar Lions Eye Hospital,"Alipurduar Chowpathi,Alipurduar,Jalpaiguri",Jalpaiguri,West Bengal,,,0,0,,,,0,0,0,0,,31346.0,,"Alipurduar Chowpathi,Alipurduar,Jalpaiguri",0,0,736121,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,Green Land Nursing Home,Hospital Road P O Alipurduar,Jalpaiguri,West Bengal,,,03564  256053,0,,,,0,0,0,0,,31347.0,,Hospital Road P O Alipurduar,0,0,736121,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,Marina Medical Centre Private Limited - Jalpaiguri,Babupura,Jalpaiguri,West Bengal,,,"231080 , 229604",9434709975,,,,0,0,0,0,,31348.0,,"Babupura, P.O &",0,0,736121,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,St Marys Nursing Home,P.O.Alipurduar,Jalpaiguri,West Bengal,,,0,0,,,,0,0,0,0,,31349.0,,"P.O.Alipurduar,",0,0,736121,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,328.0
,Centre Point Nursing Home,"144 A, Ashutosh Mukherjee Road",Kolkata,West Bengal,,,0,0,,,,0,0,0,0,,31350.0,,"144 A, Ashutosh Mukherjee Road,",0,0,700001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,342.0
,Civil Hospital,,Kolkata,West Bengal,,,0,0,,,,0,0,0,0,,31351.0,,Kolkata,0,0,700001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,342.0
,Complete Care,Lake Road,Kolkata,West Bengal,,,0,0,,,,0,0,0,0,,31352.0,,Lake Road Kolkata,0,0,700001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,342.0
,Dhanwantary Medicare and Research Centre P Ltd,"118/B,Ajc Bose Road",Kolkata,West Bengal,,,0,0,,,,0,0,0,0,,31353.0,,"118/B,Ajc Bose Road,Kolkata",0,0,700001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,342.0
,Dr Das Nursing Home Diagnostics andResearch Institute,"New Town, Diamond Harbour",Kolkata,West Bengal,,,0,0,,,,0,0,0,0,,31354.0,,"New Town, Diamond Harbour, Dist 24, Parganas(S)",0,0,700001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,342.0
,Dr. Hasem Ali,271 Banerjee Lane,Kolkata,West Bengal,,,0,0,,,,0,0,0,0,,31355.0,,"271 Banerjee Lane,",0,0,700001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,342.0
,Girdharlal Hansraj Kamani Hospital,"8, Radha Bazar Lane",Kolkata,West Bengal,,,0,0,,,,0,0,0,0,,31356.0,,"8, Radha Bazar Lane, Kolkata",0,0,700001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,342.0
,Goodwill Welfare Association Seva Sadan,"7/3, Old Calcutta Road, Uttarpara, Rahara",Kolkata,West Bengal,,,0,0,,,,0,0,0,0,,31357.0,,"7/3, Old Calcutta Road, Uttarpara, Rahara",0,0,700001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,342.0
,J. and P. Hemani Memorial Hospital,"Run By The Gujarati Relief Society : 20, Pollock Street",Kolkata,West Bengal,,,0,0,,,,0,0,0,0,,31358.0,,"Run By The Gujarati Relief Society : 20, Pollock Street, Kolkata",0,0,700001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,342.0
,Netaji Eye Hospital,,Kolkata,West Bengal,,,0,0,,,,0,0,0,0,,31359.0,,Kolkata,0,0,700001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,342.0
,Seva Nursing Home,"Naihati Jora Aswattala , Basirhat 24 Parganas (N)",Kolkata,West Bengal,,,0,0,,,,0,0,0,0,,31360.0,,"Naihati Jora Aswattala, Basirhat 24 Parganas (N)",0,0,700001,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.0,342.0
